movieId,rating,title,genres
117,3.574430823117338,"Young Poisoner's Handbook, The (1995)","crime, drama"
121,3.74869109947644,"Boys of St. Vincent, The (1992)",drama
123,3.9913693901035674,Chungking Express (Chung Hing sam lam) (1994),"drama, mystery, romance"
125,3.744196843082637,Flirting With Disaster (1996),comedy
136,3.6277777777777778,From the Journals of Jean Seberg (1995),documentary
147,3.5833728090952155,"Basketball Diaries, The (1995)",drama
149,3.68669314796425,Amateur (1994),"crime, drama, thriller"
150,3.87355561527172,Apollo 13 (1995),"adventure, drama, imax"
154,3.786777431637245,Beauty of the Day (Belle de jour) (1967),drama
161,3.739861235452104,Crimson Tide (1995),"drama, thriller, war"
162,4.008077401029647,Crumb (1994),documentary
171,3.599845797995374,Jeffrey (1995),"comedy, drama"
176,3.8490694507489787,Living in Oblivion (1995),comedy
180,3.5757829309108295,Mallrats (1995),"comedy, romance"
190,3.578174186778594,Safe (1995),thriller
194,3.8442938267081885,Smoke (1995),"comedy, drama"
199,3.77007299270073,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","drama, musical, romance"
211,3.584600760456274,"Browning Version, The (1994)",drama
213,4.01654306902453,Burnt by the Sun (Utomlyonnye solntsem) (1994),drama
214,4.026966292134832,Before the Rain (Pred dozhdot) (1994),"drama, war"
215,3.914843512610149,Before Sunrise (1995),"drama, romance"
219,3.6061120543293717,"Cure, The (1995)",drama
223,3.847214137214137,Clerks (1994),comedy
229,3.5625,Death and the Maiden (1994),"drama, thriller"
230,3.588200326943082,Dolores Claiborne (1995),"drama, thriller"
232,4.027935943060498,Eat Drink Man Woman (Yin shi nan nu) (1994),"comedy, drama, romance"
235,3.664388396868181,Ed Wood (1994),"comedy, drama"
246,4.028236985316767,Hoop Dreams (1994),documentary
247,3.8224384098544233,Heavenly Creatures (1994),"crime, drama"
249,3.675253192426244,Immortal Beloved (1994),"drama, romance"
260,4.120188599618726,Star Wars: Episode IV - A New Hope (1977),"action, adventure, sci-fi"
261,3.627589063794532,Little Women (1994),drama
262,3.7653443113772456,"Little Princess, A (1995)","children, drama"
263,3.745923913043478,Ladybird Ladybird (1994),drama
265,3.921667748817364,Like Water for Chocolate (Como agua para chocolate) (1992),"drama, fantasy, romance"
272,3.7400504484304933,"Madness of King George, The (1994)","comedy, drama"
279,3.6973995271867612,My Family (1995),drama
280,3.7172008547008546,Murder in the First (1995),"drama, thriller"
281,3.661371237458194,Nobody's Fool (1994),"comedy, drama, romance"
290,3.9737263270205387,Once Were Warriors (1994),"crime, drama"
293,4.0885985748218525,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"action, crime, drama, thriller"
296,4.188912039361382,Pulp Fiction (1994),"comedy, crime, drama, thriller"
299,3.71598995395563,Priest (1994),drama
300,3.66378901931884,Quiz Show (1994),drama
302,3.7267721954576736,"Queen Margot (Reine Margot, La) (1994)","drama, romance"
306,4.072966846132049,Three Colors: Red (Trois couleurs: Rouge) (1994),drama
307,3.981408706166868,Three Colors: Blue (Trois couleurs: Bleu) (1993),drama
308,3.9024582104228123,Three Colors: White (Trzy kolory: Bialy) (1994),"comedy, drama"
309,3.6223021582733814,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",drama
314,3.849933774834437,"Secret of Roan Inish, The (1994)","children, drama, fantasy, mystery"
318,4.413576004516335,"Shawshank Redemption, The (1994)","crime, drama"
319,3.775382785788613,Shallow Grave (1994),"comedy, drama, thriller"
321,3.7685851318944845,Strawberry and Chocolate (Fresa y chocolate) (1993),drama
322,3.668214285714286,Swimming with Sharks (1995),"comedy, drama"
324,3.6728538283062644,"Sum of Us, The (1994)","comedy, drama"
326,4.0796597061098225,To Live (Huozhe) (1994),drama
334,3.816722408026756,Vanya on 42nd Street (1994),drama
337,3.7512185215272136,What's Eating Gilbert Grape (1993),drama
341,3.5639204545454546,Double Happiness (1994),drama
345,3.642062742629315,"Adventures of Priscilla, Queen of the Desert, The (1994)","comedy, drama"
348,3.6953642384105962,Bullets Over Broadway (1994),comedy
349,3.6551898004754015,Clear and Present Danger (1994),"action, crime, drama, thriller"
356,4.048011436845787,Forrest Gump (1994),"comedy, drama, romance, war"
357,3.6408326781234788,Four Weddings and a Funeral (1994),"comedy, romance"
363,3.993220338983051,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",documentary
364,3.817136507193824,"Lion King, The (1994)","adventure, animation, children, drama, musical, imax"
373,3.76906584992343,Red Rock West (1992),thriller
385,3.5560344827586206,"Man of No Importance, A (1994)",drama
388,3.5392927308447937,Boys Life (1995),drama
412,3.559560387615221,"Age of Innocence, The (1993)",drama
428,3.823092998955068,"Bronx Tale, A (1993)",drama
431,3.719788264444194,Carlito's Way (1993),"crime, drama"
440,3.6009041187632547,Dave (1993),"comedy, romance"
441,3.689785470502194,Dazed and Confused (1993),comedy
446,3.889400921658986,Farewell My Concubine (Ba wang bie ji) (1993),"drama, romance"
448,3.555778344877871,Fearless (1993),drama
452,3.5517560073937156,Widows' Peak (1994),drama
456,3.8082959641255605,Fresh (1994),"crime, drama, thriller"
457,3.9721584270115637,"Fugitive, The (1993)",thriller
471,3.6579813752234034,"Hudsucker Proxy, The (1994)",comedy
474,3.7212436096910424,In the Line of Fire (1993),"action, thriller"
475,3.9152097902097904,In the Name of the Father (1993),drama
477,3.546511627906977,What's Love Got to Do with It? (1993),"drama, musical"
480,3.6791749812920926,Jurassic Park (1993),"action, adventure, sci-fi, thriller"
483,3.787174721189591,King of the Hill (1993),drama
492,3.653225806451613,Manhattan Murder Mystery (1993),"comedy, mystery"
493,3.6256521739130436,Menace II Society (1993),"action, crime, drama"
497,3.8821461326811373,Much Ado About Nothing (1993),"comedy, romance"
501,3.842433697347894,Naked (1993),drama
508,3.8021304391518442,Philadelphia (1993),drama
509,3.6811163895486936,"Piano, The (1993)","drama, romance"
515,3.8977364185110663,"Remains of the Day, The (1993)","drama, romance"
522,3.5399022801302933,Romper Stomper (1992),"action, drama"
523,3.642857142857143,Ruby in Paradise (1993),drama
527,4.247579083279535,Schindler's List (1993),"drama, war"
529,3.8492079306565707,Searching for Bobby Fischer (1993),drama
531,3.5358059914407987,"Secret Garden, The (1993)","children, drama"
534,3.890470852017937,Shadowlands (1993),"drama, romance"
535,3.778046421663443,Short Cuts (1993),drama
538,3.7011101622544835,Six Degrees of Separation (1993),drama
541,4.115838373930576,Blade Runner (1982),"action, sci-fi, thriller"
549,3.8902714932126696,Thirty-Two Short Films About Glenn Gould (1993),"drama, musical"
551,3.738263445761167,"Nightmare Before Christmas, The (1993)","animation, children, fantasy, musical"
553,3.703341938184609,Tombstone (1993),"action, drama, western"
555,3.810891994253624,True Romance (1993),"crime, thriller"
556,3.9756944444444446,"War Room, The (1993)",documentary
562,3.7871954380508037,Welcome to the Dollhouse (1995),"comedy, drama"
568,3.578171091445428,Bhaji on the Beach (1993),"comedy, drama"
571,3.5758426966292136,"Wedding Gift, The (1994)","drama, romance"
581,3.9786446469248293,"Celluloid Closet, The (1995)",documentary
588,3.6987526802388584,Aladdin (1992),"adventure, animation, children, comedy, musical"
589,3.94637410899458,Terminator 2: Judgment Day (1991),"action, sci-fi"
590,3.7256878529376425,Dances with Wolves (1990),"adventure, drama, western"
593,4.151341616415071,"Silence of the Lambs, The (1991)","crime, horror, thriller"
594,3.5823021181716834,Snow White and the Seven Dwarfs (1937),"animation, children, drama, fantasy, musical"
595,3.6809198555552447,Beauty and the Beast (1991),"animation, children, fantasy, musical, romance, imax"
598,3.547945205479452,Window to Paris (Okno v Parizh) (1994),"comedy, fantasy"
599,3.958682820751786,"Wild Bunch, The (1969)","adventure, western"
602,3.9764309764309766,"Great Day in Harlem, A (1994)",documentary
608,4.111421282646425,Fargo (1996),"comedy, crime, drama, thriller"
613,3.6044005388414906,Jane Eyre (1996),"drama, romance"
615,3.871107266435986,Bread and Chocolate (Pane e cioccolata) (1973),"comedy, drama"
617,3.5843253968253967,"Flower of My Secret, The (La flor de mi secreto) (1995)","comedy, drama"
621,3.6036789297658864,My Favorite Season (1993),drama
628,3.760456621004566,Primal Fear (1996),"crime, drama, mystery, thriller"
632,3.9058171745152355,Land and Freedom (Tierra y libertad) (1995),"drama, war"
635,3.635820895522388,"Family Thing, A (1996)","comedy, drama"
645,3.6113138686131387,Nelly & Monsieur Arnaud (1995),drama
647,3.5356705241660995,Courage Under Fire (1996),"action, crime, drama, war"
649,3.7213740458015265,Cold Fever (Á köldum klaka) (1995),"comedy, drama"
659,3.712555066079295,Purple Noon (Plein soleil) (1960),"crime, drama, thriller"
665,3.94602048857368,Underground (1995),"comedy, drama, war"
668,4.096604215456675,Song of the Little Road (Pather Panchali) (1955),drama
670,4.111486486486487,"World of Apu, The (Apur Sansar) (1959)",drama
671,3.674145843957165,Mystery Science Theater 3000: The Movie (1996),"comedy, sci-fi"
678,4.067164179104478,Some Folks Call It a Sling Blade (1993),"drama, thriller"
680,3.555038103302286,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)","drama, mystery, romance, sci-fi, thriller"
681,3.571207430340557,Coup de torchon (Clean Slate) (1981),crime
702,3.7857142857142856,Faces (1968),drama
714,3.8900409626216077,Dead Man (1995),"drama, mystery, western"
715,3.565412186379928,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)","drama, romance"
720,4.103381267003498,Wallace & Gromit: The Best of Aardman Animation (1996),"adventure, animation, comedy"
722,3.5961538461538463,"Haunted World of Edward D. Wood Jr., The (1996)",documentary
728,3.810882444652323,Cold Comfort Farm (1995),comedy
733,3.6686106507395477,"Rock, The (1996)","action, adventure, thriller"
741,3.9678439327049277,Ghost in the Shell (Kôkaku kidôtai) (1995),"animation, sci-fi"
745,4.104362388693734,Wallace & Gromit: A Close Shave (1995),"animation, children, comedy"
746,3.752411575562701,Force of Evil (1948),film-noir
750,4.215804447106386,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"comedy, war"
757,3.543032786885246,Ashes of Time (Dung che sai duk) (1994),drama
759,3.847058823529412,Maya Lin: A Strong Clear Vision (1994),documentary
760,3.6863285556780596,Stalingrad (1993),"drama, war"
769,3.5669291338582676,Marlene Dietrich: Shadow and Light (1996),documentary
778,4.007664971082154,Trainspotting (1996),"comedy, crime, drama"
787,3.753086419753086,"Gate of Heavenly Peace, The (1995)",documentary
791,3.6176470588235294,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",documentary
800,4.053235429095915,Lone Star (1996),"drama, mystery, western"
803,3.575925925925926,Walking and Talking (1996),"comedy, drama, romance"
805,3.6992076210826212,"Time to Kill, A (1996)","drama, thriller"
824,3.8221288515406164,Kaspar Hauser (1993),"drama, mystery"
838,3.7754716981132077,Emma (1996),"comedy, drama, romance"
841,3.734146341463415,"Eyes Without a Face (Yeux sans visage, Les) (1959)",horror
844,3.7451612903225806,"Story of Xinghua, The (Xinghua san yue tian) (1994)",drama
848,3.651875330163761,"Spitfire Grill, The (1996)",drama
854,3.727488151658768,"Ballad of Narayama, The (Narayama Bushiko) (1958)",drama
858,4.324336165187245,"Godfather, The (1972)","crime, drama"
862,3.586826347305389,Manny & Lo (1996),drama
866,3.7172313483915125,Bound (1996),"crime, drama, romance, thriller"
872,3.6159420289855073,Vive L'Amour (Ai qing wan sui) (1994),drama
892,3.731042654028436,Twelfth Night (1996),"comedy, drama, romance"
893,3.632575757575758,Mother Night (1996),drama
896,3.6677927927927927,Wild Reeds (Les roseaux sauvages) (1994),drama
897,3.6392326732673266,For Whom the Bell Tolls (1943),"adventure, drama, romance, war"
898,4.1377134943837515,"Philadelphia Story, The (1940)","comedy, drama, romance"
899,4.050986691142726,Singin' in the Rain (1952),"comedy, musical, romance"
900,3.794370065224854,"American in Paris, An (1951)","musical, romance"
901,3.6150414276609304,Funny Face (1957),"comedy, musical"
902,3.826515524889108,Breakfast at Tiffany's (1961),"drama, romance"
903,4.120821574161179,Vertigo (1958),"drama, mystery, romance, thriller"
904,4.237947624243627,Rear Window (1954),"mystery, thriller"
905,4.130419661488523,It Happened One Night (1934),"comedy, romance"
906,4.017941454202077,Gaslight (1944),"drama, thriller"
907,3.9131227217496964,"Gay Divorcee, The (1934)","comedy, musical, romance"
908,4.196617210682493,North by Northwest (1959),"action, adventure, mystery, romance, thriller"
909,4.033357053904999,"Apartment, The (1960)","comedy, drama, romance"
910,4.060091782838341,Some Like It Hot (1959),"comedy, crime"
911,4.047311575487203,Charade (1963),"comedy, crime, mystery, romance, thriller"
912,4.206563778356267,Casablanca (1942),"drama, romance"
913,4.154075222321938,"Maltese Falcon, The (1941)","film-noir, mystery"
914,3.9047152290548905,My Fair Lady (1964),"comedy, drama, musical, romance"
915,3.893845558351074,Sabrina (1954),"comedy, romance"
916,4.0514797507788165,Roman Holiday (1953),"comedy, drama, romance"
917,3.6296296296296298,"Little Princess, The (1939)","children, drama"
918,3.721857923497268,Meet Me in St. Louis (1944),musical
919,3.9386811582447887,"Wizard of Oz, The (1939)","adventure, children, fantasy, musical"
920,3.809824106899373,Gone with the Wind (1939),"drama, romance, war"
921,3.786102308736985,My Favorite Year (1982),comedy
922,4.20650108577633,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),"drama, film-noir, romance"
923,4.092687653868315,Citizen Kane (1941),"drama, mystery"
924,3.981349757113116,2001: A Space Odyssey (1968),"adventure, drama, sci-fi"
926,4.169692186266772,All About Eve (1950),drama
927,3.9173410404624276,"Women, The (1939)",comedy
928,4.070234454638125,Rebecca (1940),"drama, mystery, romance, thriller"
929,3.8114583333333334,Foreign Correspondent (1940),"drama, film-noir, mystery, thriller"
930,4.161201106282102,Notorious (1946),"film-noir, romance, thriller"
931,3.8885002186270223,Spellbound (1945),"mystery, romance, thriller"
932,3.8105110896817744,"Affair to Remember, An (1957)","drama, romance"
933,3.994820799668531,To Catch a Thief (1955),"crime, mystery, romance, thriller"
935,3.7380560131795715,"Band Wagon, The (1953)","comedy, musical"
936,3.985652797704448,Ninotchka (1939),"comedy, romance"
937,3.7047713717693838,Love in the Afternoon (1957),"comedy, romance"
938,3.5968440594059405,Gigi (1958),musical
940,3.8764135702746363,"Adventures of Robin Hood, The (1938)","action, adventure, romance"
941,3.588071348940914,"Mark of Zorro, The (1940)",adventure
942,4.0611071171818836,Laura (1944),"crime, film-noir, mystery"
943,3.812190594059406,"Ghost and Mrs. Muir, The (1947)","drama, fantasy, romance"
944,3.816699604743083,Lost Horizon (1937),drama
945,4.040906850665352,Top Hat (1935),"comedy, musical, romance"
946,3.945575842696629,To Be or Not to Be (1942),"comedy, drama, war"
947,4.022017837235229,My Man Godfrey (1936),"comedy, romance"
948,3.7396844660194173,Giant (1956),"drama, romance, western"
949,3.902317880794702,East of Eden (1955),drama
950,4.153254972875226,"Thin Man, The (1934)","comedy, crime"
951,4.0991556091676715,His Girl Friday (1940),"comedy, romance"
953,4.032858814352574,It's a Wonderful Life (1946),"children, drama, fantasy, romance"
954,4.01058802940147,Mr. Smith Goes to Washington (1939),drama
955,4.018418688230009,Bringing Up Baby (1938),"comedy, romance"
959,3.721774193548387,Of Human Bondage (1934),drama
963,3.5715686274509806,"Inspector General, The (1949)",musical
965,3.9797520661157026,"39 Steps, The (1935)","drama, mystery, thriller"
968,3.653091817613991,Night of the Living Dead (1968),"horror, sci-fi, thriller"
969,4.065862437980348,"African Queen, The (1951)","adventure, comedy, romance, war"
971,3.928077455048409,Cat on a Hot Tin Roof (1958),drama
973,3.8184818481848186,Meet John Doe (1941),"comedy, drama"
982,3.6375227686703098,Picnic (1955),drama
991,3.5438931297709924,Michael Collins (1996),drama
994,4.003922378199835,Big Night (1996),"comedy, drama"
1012,3.5482209737827715,Old Yeller (1957),"children, drama"
1019,3.544120232026718,"20,000 Leagues Under the Sea (1954)","adventure, drama, sci-fi"
1022,3.5569092991773403,Cinderella (1950),"animation, children, fantasy, musical, romance"
1023,3.7360258481421647,Winnie the Pooh and the Blustery Day (1968),"animation, children, musical"
1025,3.5539122957867586,"Sword in the Stone, The (1963)","animation, children, fantasy, musical"
1028,3.7265392500496,Mary Poppins (1964),"children, comedy, fantasy, musical"
1032,3.6240485252140817,Alice in Wonderland (1951),"adventure, animation, children, fantasy, musical"
1035,3.8015149527806926,"Sound of Music, The (1965)","musical, romance"
1036,3.9332307440897702,Die Hard (1988),"action, crime, thriller"
1041,4.04407206509105,Secrets & Lies (1996),drama
1046,3.9491593274619694,Beautiful Thing (1996),"drama, romance"
1050,3.7523599748269354,Looking for Richard (1996),"documentary, drama"
1051,3.5682888540031397,Trees Lounge (1996),drama
1059,3.5503586800573887,William Shakespeare's Romeo + Juliet (1996),"drama, romance"
1060,3.8360339092177274,Swingers (1996),"comedy, drama"
1061,3.6400787495525595,Sleepers (1996),thriller
1066,3.9677541729893777,Shall We Dance (1937),"comedy, musical, romance"
1068,3.6459627329192545,Crossfire (1947),"crime, film-noir"
1069,3.92989417989418,"Murder, My Sweet (1944)","crime, film-noir, thriller"
1073,3.713415719933046,Willy Wonka & the Chocolate Factory (1971),"children, comedy, fantasy, musical"
1076,3.8174460431654675,"Innocents, The (1961)","drama, horror, thriller"
1077,3.8331358317286326,Sleeper (1973),"comedy, sci-fi"
1078,3.7171052631578947,Bananas (1971),"comedy, war"
1079,3.8345168653309663,"Fish Called Wanda, A (1988)","comedy, crime"
1080,3.9880581747020103,Monty Python's Life of Brian (1979),comedy
1082,3.637375512595196,"Candidate, The (1972)",drama
1084,3.8728776900616415,Bonnie and Clyde (1967),"crime, drama"
1085,3.6729776247848536,"Old Man and the Sea, The (1958)","adventure, drama"
1086,4.033838973162194,Dial M for Murder (1954),"crime, mystery, thriller"
1089,4.092293699832535,Reservoir Dogs (1992),"crime, mystery, thriller"
1090,3.9036080019052157,Platoon (1986),"drama, war"
1094,3.6508745715039113,"Crying Game, The (1992)","drama, romance, thriller"
1095,3.8585456906346374,Glengarry Glen Ross (1992),drama
1096,3.9089245495495497,Sophie's Choice (1982),drama
1097,3.7330790127738283,E.T. the Extra-Terrestrial (1982),"children, drama, sci-fi"
1099,3.826385358413828,"Christmas Carol, A (1938)","children, drama, fantasy"
1103,3.78961419221495,Rebel Without a Cause (1955),drama
1104,4.000883818094167,"Streetcar Named Desire, A (1951)",drama
1111,3.9347826086956523,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),documentary
1117,3.6265822784810124,"Eighth Day, The (Huitième jour, Le) (1996)",drama
1120,3.560452238117213,"People vs. Larry Flynt, The (1996)","comedy, drama"
1123,3.63031914893617,"Perfect Candidate, A (1996)",documentary
1124,3.680610122486711,On Golden Pond (1981),drama
1125,3.631353337415799,"Return of the Pink Panther, The (1975)","comedy, crime"
1127,3.6682604735883424,"Abyss, The (1989)","action, adventure, sci-fi, thriller"
1131,4.107733927434755,Jean de Florette (1986),"drama, mystery"
1132,4.06512678013199,Manon of the Spring (Manon des sources) (1986),drama
1133,3.605,Talking About Sex (1994),"comedy, drama"
1136,4.147655276621689,Monty Python and the Holy Grail (1975),"adventure, comedy, fantasy"
1144,3.700657894736842,"Line King: The Al Hirschfeld Story, The (1996)",documentary
1147,4.132270693512305,When We Were Kings (1996),documentary
1148,4.124787164374591,Wallace & Gromit: The Wrong Trousers (1993),"animation, children, comedy, crime"
1150,3.9043970686209195,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",drama
1151,3.637602179836512,Lesson Faust (1994),"animation, comedy, drama, fantasy"
1161,3.8105006954102922,"Tin Drum, The (Blechtrommel, Die) (1979)","drama, war"
1162,3.7828685258964145,"Ruling Class, The (1972)","comedy, drama"
1169,3.856140350877193,American Dream (1990),documentary
1171,3.7047257105089226,Bob Roberts (1992),comedy
1172,4.1310807952622675,Cinema Paradiso (Nuovo cinema Paradiso) (1989),drama
1175,3.955622517463361,Delicatessen (1991),"comedy, drama, romance"
1176,3.897191011235955,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)","drama, fantasy, romance"
1177,3.8498533724340174,Enchanted April (1992),"drama, romance"
1178,4.199341795956746,Paths of Glory (1957),"drama, war"
1179,3.7101755526658,"Grifters, The (1990)","crime, drama, film-noir"
1180,3.7815420560747666,Hear My Song (1991),comedy
1183,3.6195416327637644,"English Patient, The (1996)","drama, romance, war"
1184,3.7314432989690722,Mediterraneo (1991),"comedy, drama"
1185,3.888356807511737,My Left Foot (1989),drama
1186,3.543399364887343,"Sex, Lies, and Videotape (1989)",drama
1187,3.66682156133829,Passion Fish (1992),drama
1188,3.8267927724449464,Strictly Ballroom (1992),"comedy, romance"
1189,4.109203798392987,"Thin Blue Line, The (1988)",documentary
1192,3.9507104795737122,Paris Is Burning (1990),documentary
1193,4.2186616007543405,One Flew Over the Cuckoo's Nest (1975),drama
1196,4.144122313069856,Star Wars: Episode V - The Empire Strikes Back (1980),"action, adventure, sci-fi"
1197,4.129097007632781,"Princess Bride, The (1987)","action, adventure, comedy, fantasy, romance"
1198,4.123923182441701,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"action, adventure"
1199,4.014331931413782,Brazil (1985),"fantasy, sci-fi"
1200,3.9993372048983713,Aliens (1986),"action, adventure, horror, sci-fi"
1201,4.129335976214073,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","action, adventure, western"
1202,3.8561804335090804,Withnail & I (1987),comedy
1203,4.243014062405697,12 Angry Men (1957),drama
1204,4.136035830866166,Lawrence of Arabia (1962),"adventure, drama, war"
1206,3.9841907824222935,"Clockwork Orange, A (1971)","crime, drama, sci-fi, thriller"
1207,4.146440635556112,To Kill a Mockingbird (1962),drama
1208,4.114713689799014,Apocalypse Now (1979),"action, drama, war"
1209,4.107454967005529,Once Upon a Time in the West (C'era una volta il West) (1968),"action, drama, western"
1210,3.996512919496695,Star Wars: Episode VI - Return of the Jedi (1983),"action, adventure, sci-fi"
1211,4.01193989804132,"Wings of Desire (Himmel über Berlin, Der) (1987)","drama, fantasy, romance"
1212,4.201487350569919,"Third Man, The (1949)","film-noir, mystery, thriller"
1213,4.1805253650920005,Goodfellas (1990),"crime, drama"
1214,4.055518882196001,Alien (1979),"horror, sci-fi"
1215,3.7330416633218273,Army of Darkness (1993),"action, adventure, comedy, fantasy, horror"
1216,3.8102477477477477,"Big Blue, The (Grand bleu, Le) (1988)","adventure, drama, romance"
1217,4.142049808429118,Ran (1985),"drama, war"
1218,4.035884291468327,"Killer, The (Die xue shuang xiong) (1989)","action, crime, drama, thriller"
1219,4.067213040729703,Psycho (1960),"crime, horror"
1220,3.8001710654936462,"Blues Brothers, The (1980)","action, comedy, musical"
1221,4.2617585117585115,"Godfather: Part II, The (1974)","crime, drama"
1222,4.0433978262545285,Full Metal Jacket (1987),"drama, war"
1223,4.048278102664067,"Grand Day Out with Wallace and Gromit, A (1989)","adventure, animation, children, comedy, sci-fi"
1224,4.110404624277456,Henry V (1989),"action, drama, romance, war"
1225,4.069599241166706,Amadeus (1984),drama
1226,3.88894030541416,"Quiet Man, The (1952)","drama, romance"
1227,3.9663146779303062,Once Upon a Time in America (1984),"crime, drama"
1228,4.052931292008962,Raging Bull (1980),drama
1230,4.042453118318979,Annie Hall (1977),"comedy, romance"
1231,3.943201843567846,"Right Stuff, The (1983)",drama
1232,4.079924953095685,Stalker (1979),"drama, mystery, sci-fi"
1233,4.1270905474103,"Boot, Das (Boat, The) (1981)","action, drama, war"
1234,4.142360446570973,"Sting, The (1973)","comedy, crime"
1235,3.9752650176678443,Harold and Maude (1971),"comedy, drama, romance"
1236,4.021546961325967,Trust (1990),"comedy, drama, romance"
1237,4.093324116136678,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",drama
1238,3.9487092391304346,Local Hero (1983),comedy
1240,3.8968066922200353,"Terminator, The (1984)","action, sci-fi, thriller"
1241,3.715703651187522,Dead Alive (Braindead) (1992),"comedy, fantasy, horror"
1242,3.960027567195038,Glory (1989),"drama, war"
1243,3.9330924495389983,Rosencrantz and Guildenstern Are Dead (1990),"comedy, drama"
1244,4.049196669403073,Manhattan (1979),"comedy, drama, romance"
1245,3.966821606026607,Miller's Crossing (1990),"crime, drama, film-noir, thriller"
1246,3.9223771740001605,Dead Poets Society (1989),drama
1247,4.031510361033967,"Graduate, The (1967)","comedy, drama, romance"
1248,4.141198424217293,Touch of Evil (1958),"crime, film-noir, thriller"
1249,3.867116606170599,"Femme Nikita, La (Nikita) (1990)","action, crime, romance, thriller"
1250,4.095140098147855,"Bridge on the River Kwai, The (1957)","adventure, drama, war"
1251,4.028247777459134,8 1/2 (8½) (1963),"drama, fantasy"
1252,4.158633114773465,Chinatown (1974),"crime, film-noir, mystery, thriller"
1253,3.9118130964132938,"Day the Earth Stood Still, The (1951)","drama, sci-fi, thriller"
1254,4.123320895522388,"Treasure of the Sierra Madre, The (1948)","action, adventure, drama, western"
1256,4.083693304535637,Duck Soup (1933),"comedy, musical, war"
1257,3.828082191780822,Better Off Dead... (1985),"comedy, romance"
1258,4.0278640874010225,"Shining, The (1980)",horror
1259,3.991010839869569,Stand by Me (1986),"adventure, drama"
1260,4.1606988783434,M (1931),"crime, film-noir, thriller"
1261,3.7882338581716097,Evil Dead II (Dead by Dawn) (1987),"action, comedy, fantasy, horror"
1262,4.103683976919663,"Great Escape, The (1963)","action, adventure, drama, war"
1263,3.9688961440042356,"Deer Hunter, The (1978)","drama, war"
